Date,Lat,Long
2020-09-14T07:00:15.142293930,16.08731,-29.68508
2020-09-14T07:00:15.154119491,16.079357,-29.687956
2020-09-14T07:00:15.156026840,16.071678,-29.690868
2020-09-14T07:00:15.157934188,16.031645,-29.706003
2020-09-14T07:00:15.160223007,16.068539,-29.692085
2020-09-14T07:00:15.162130355,16.031689,-29.706018
2020-09-14T07:00:15.164037704,16.065548,-29.693245
2020-09-14T07:00:15.165945053,16.031712,-29.70603
2020-09-14T07:00:15.170141220,16.031713,-29.70604
2020-09-14T07:00:15.173955917,16.031715,-29.706049
2020-09-14T07:00:15.175863265,16.031706,-29.706064
2020-09-14T07:00:15.177770614,16.031694,-29.70608
2020-09-14T07:00:15.180059432,16.031683,-29.706097
2020-09-14T07:00:15.181966781,16.031672,-29.706112
2020-09-14T07:00:15.183874130,16.03166,-29.70613
2020-09-14T07:00:15.185781478,16.031654,-29.706152
2020-09-14T07:00:15.187688827,16.031649,-29.706175
2020-09-14T07:06:18.768981933,16.031548,-29.704994
2020-09-14T07:06:18.770889282,16.050444,-29.67474
2020-09-14T07:06:18.772796630,16.031513,-29.70502
2020-09-14T07:06:18.774703979,16.031506,-29.705032
2020-09-14T07:06:18.776611328,16.031527,-29.70504
2020-09-14T07:06:18.778900146,16.059042,-29.671867
2020-09-14T07:06:18.782714843,16.065432,-29.69228
2020-09-14T07:06:18.784622192,16.031609,-29.705065
2020-09-14T07:06:18.786529541,16.068768,-29.691032
2020-09-14T07:06:18.788818359,16.031616,-29.705065
2020-09-14T07:06:18.790725708,16.03162,-29.705065
2020-09-14T07:06:18.792633056,16.061502,-29.693779
2020-09-14T07:06:18.812469482,16.071396,-29.690016
2020-09-14T07:06:18.824295043,16.074183,-29.668652
2020-09-14T07:06:19.015415191,16.031569,-29.705223
2020-09-14T07:06:19.017322540,16.0333,-29.663229
2020-09-14T07:06:19.066913604,16.083628,-29.685385
2020-09-14T07:06:19.074926376,16.114313,-29.673805
2020-09-14T07:08:36.198217391,16.061789,-29.694738
2020-09-14T07:08:36.200506210,16.032095,-29.705948
2020-09-14T07:08:36.202413558,16.032095,-29.705946
2020-09-14T07:08:36.204320907,16.032095,-29.705944
2020-09-14T07:08:36.206228256,16.033205,-29.678564
2020-09-14T07:08:36.208517074,16.032074,-29.705967
2020-09-14T07:08:36.210424423,16.032064,-29.705978
2020-09-14T07:08:36.212331771,16.032053,-29.70599
2020-09-14T07:08:36.216146469,16.032051,-29.706
2020-09-14T07:08:36.222249984,16.032074,-29.705992
2020-09-14T07:08:36.321815490,16.073483,-29.690342
2020-09-14T07:08:36.345466613,16.089876,-29.684042
2020-09-14T07:08:36.415277481,16.03198,-29.705912
2020-09-14T07:08:36.417184829,16.031986,-29.705893
2020-09-14T07:10:36.399255752,16.031971,-29.705364
2020-09-14T07:10:36.403451919,16.050447,-29.67227
2020-09-14T07:10:36.405359268,16.047293,-29.66922
2020-09-14T07:10:36.409173965,16.031939,-29.705393
2020-09-14T07:10:36.411462783,16.03193,-29.705385
2020-09-14T07:10:36.415277481,16.031916,-29.705389
2020-09-14T07:10:36.419092178,16.031898,-29.705444
2020-09-14T07:10:36.532390594,16.031836,-29.705389
2020-09-14T07:10:36.622037887,16.114643,-29.674088
2020-09-14T07:10:36.643781661,16.114685,-29.674105
2020-09-14T07:13:38.940263748,16.03294,-29.705936
2020-09-14T07:13:38.942171096,16.03457,-29.665888
2020-09-14T07:13:38.944459915,16.034601,-29.66487
2020-09-14T07:13:38.946367263,16.03483,-29.659077
2020-09-14T07:13:38.948274612,16.034548,-29.665792
2020-09-14T07:13:38.950183868,16.034546,-29.665627
2020-09-14T07:13:38.952091217,16.032894,-29.705763
2020-09-14T07:13:38.954380035,16.032887,-29.705725
2020-09-14T07:13:38.958194732,16.03291,-29.705767
2020-09-14T07:13:39.015796661,16.03298,-29.70589
2020-09-14T07:13:39.019992828,16.032967,-29.705862
2020-09-14T07:13:39.021900177,15.996875,-29.696678
2020-09-14T07:13:39.023807525,16.013718,-29.690199
2020-09-14T07:13:39.025714874,16.005745,-29.679308
2020-09-14T07:13:39.027622222,15.9937525,-29.695908
2020-09-14T07:13:39.031818389,16.03299,-29.705835
2020-09-14T07:14:40.240711688,16.019796,-30.02585
2020-09-14T07:14:40.242619037,16.019789,-30.025845
2020-09-14T07:14:40.244526863,16.019783,-30.025839
2020-09-14T07:14:40.246815681,16.016016,-30.010664
2020-09-14T07:14:40.248723030,16.019798,-30.025831
2020-09-14T07:14:40.250630378,16.019804,-30.025827
2020-09-14T07:14:40.254445075,16.019817,-30.025824
2020-09-14T07:14:40.258641242,16.01981,-30.02588
2020-09-14T07:14:40.274662971,16.019783,-30.02592
2020-09-14T07:14:40.337988376,16.022202,-29.967888
2020-09-14T07:14:40.339895725,16.022015,-29.972687
2020-09-14T07:14:40.342184543,16.024193,-29.919458
2020-09-14T07:14:40.352102756,16.005205,-29.948452
2020-09-14T07:14:40.354010105,16.022522,-29.95878
2020-09-14T07:14:40.355917453,16.02413,-29.919426
2020-09-14T07:14:40.383765220,15.99932,-30.010242
2020-09-14T07:14:40.385672569,16.014288,-29.977413
2020-09-14T07:14:40.387961387,15.9904375,-29.97307
2020-09-14T07:14:40.389868736,16.00664,-29.952343
2020-09-14T07:14:40.532922267,16.00314,-29.99462
2020-09-14T07:14:40.534829616,15.993805,-29.965597
2020-09-14T07:14:40.700008392,16.009832,-30.000599
2020-09-14T07:14:40.701915740,16.000824,-29.984632
2020-09-14T07:14:40.703823089,16.008327,-29.969715
2020-09-14T07:14:40.793469905,16.010094,-29.972366
2020-09-14T07:14:40.795377254,16.022057,-29.967821
2020-09-14T07:14:53.501184463,15.93093,-29.532293
2020-09-14T07:14:53.608379364,15.930435,-29.602722
2020-09-14T07:16:22.103457450,16.034517,-29.662596
2020-09-14T07:16:22.107653617,16.032736,-29.706238
2020-09-14T07:16:22.121386528,16.032711,-29.706228
2020-09-14T07:18:57.304496765,15.89938,-29.51523
2020-09-14T07:18:57.306404113,15.897413,-29.515066
2020-09-14T07:18:57.308311462,15.886829,-29.524784
2020-09-14T07:18:57.310600280,15.886455,-29.52467
2020-09-14T07:18:57.312507629,15.886768,-29.521938
2020-09-14T07:18:57.314414978,15.88699,-29.523548
2020-09-14T07:18:57.316322326,15.900728,-29.520353
2020-09-14T07:18:57.318229675,15.877241,-29.554207
2020-09-14T07:18:57.320518493,15.900911,-29.51633
2020-09-14T07:18:57.322425842,15.877253,-29.554173
2020-09-14T07:18:57.324333190,15.877258,-29.554161
2020-09-14T07:18:57.326240539,15.903705,-29.51547
2020-09-14T07:18:57.328529357,15.900567,-29.515772
2020-09-14T07:18:57.330436706,15.877259,-29.554234
2020-09-14T07:18:57.332344055,15.904514,-29.513546
2020-09-14T07:18:57.334251403,15.87726,-29.554283
2020-09-14T07:18:57.336158752,15.877259,-29.554287
2020-09-14T07:18:57.338447570,15.908437,-29.513897
2020-09-14T07:18:57.340356826,15.877258,-29.554293
2020-09-14T07:18:57.342264175,15.877257,-29.554296
2020-09-14T07:19:39.412147046,15.973427,-30.01377
2020-09-14T07:19:39.414054394,15.987069,-30.001997
2020-09-14T07:19:39.415961743,15.977018,-30.013367
2020-09-14T07:19:39.417869092,15.974643,-30.009521
