,Date,Long,Lat
0,2020-10-20 00:00:00,-80.0,12.1
1,2020-10-20 01:00:00,-80.01712759056673,12.176879772711006
2,2020-10-20 02:00:00,-80.03469663736733,12.253629030316617
3,2020-10-20 03:00:00,-80.05314859663564,12.33011725771143
4,2020-10-20 04:00:00,-80.0729249246055,12.40621393979005
5,2020-10-20 05:00:00,-80.0944670775108,12.481788561447077
6,2020-10-20 06:00:00,-80.11810642520412,12.556743847975268
7,2020-10-20 07:00:00,-80.14324069065512,12.631264437777489
8,2020-10-20 08:00:00,-80.16879706404474,12.70567704584287
9,2020-10-20 09:00:00,-80.1936991410669,12.780309472509845
10,2020-10-20 10:00:00,-80.21695157316144,12.855462318873068
11,2020-10-20 11:00:00,-80.23829543902337,12.931189068883068
12,2020-10-20 12:00:00,-80.25786452716528,13.007411427923103
13,2020-10-20 13:00:00,-80.27579629782548,13.084049869284094
14,2020-10-20 14:00:00,-80.29222821124226,13.161024866256968
15,2020-10-20 15:00:00,-80.30730077452226,13.238257499861199
16,2020-10-20 16:00:00,-80.32122624632711,13.315683162686176
17,2020-10-20 17:00:00,-80.33428957914485,13.393251746836711
18,2020-10-20 18:00:00,-80.34677896079627,13.470913789737292
19,2020-10-20 19:00:00,-80.35898257910209,13.548619828812395
20,2020-10-20 20:00:00,-80.37118862188306,13.626320401486504
21,2020-10-20 21:00:00,-80.38368527695997,13.703966045184105
22,2020-10-20 22:00:00,-80.39676073215351,13.781507297329679
23,2020-10-20 23:00:00,-80.4106685046012,13.858900717720022
24,2020-10-21 00:00:00,-80.4253714047601,13.9361533625281
25,2020-10-21 01:00:00,-80.44068712086438,14.013297495969374
26,2020-10-21 02:00:00,-80.45643227143252,14.09036556807123
27,2020-10-21 03:00:00,-80.4724234749829,14.167390028861066
28,2020-10-21 04:00:00,-80.488477350034,14.24440332836627
29,2020-10-21 05:00:00,-80.50441135593294,14.321437768063504
30,2020-10-21 06:00:00,-80.5201211145572,14.398511840313974
31,2020-10-21 07:00:00,-80.53564278071111,14.475619209272734
32,2020-10-21 08:00:00,-80.55102718641463,14.552750946044661
33,2020-10-21 09:00:00,-80.56632516368762,14.629898121734637
34,2020-10-21 10:00:00,-80.58158754454999,14.70705180744753
35,2020-10-21 11:00:00,-80.59686516102165,14.784203074288218
36,2020-10-21 12:00:00,-80.61220291267357,14.861344015463212
37,2020-10-21 13:00:00,-80.62760117720026,14.938474394853213
38,2020-10-21 14:00:00,-80.64304010928534,15.015597460561509
39,2020-10-21 15:00:00,-80.6584997623308,15.092716478141215
40,2020-10-21 16:00:00,-80.67396018973858,15.169834713145438
41,2020-10-21 17:00:00,-80.68940144491063,15.246955431127285
42,2020-10-21 18:00:00,-80.7048038293245,15.324081860105252
43,2020-10-21 19:00:00,-80.72016506812774,15.401214591841828
44,2020-10-21 20:00:00,-80.73551146414943,15.478349894206513
45,2020-10-21 21:00:00,-80.75087197176182,15.555483633881998
46,2020-10-21 22:00:00,-80.76627554533718,15.632611677550978
47,2020-10-21 23:00:00,-80.78175113924772,15.70972989189614
48,2020-10-22 00:00:00,-80.79732770786572,15.78683414360018
49,2020-10-22 01:00:00,-80.81302234331757,15.863921952980087
50,2020-10-22 02:00:00,-80.82877225049302,15.94100197688435
51,2020-10-22 03:00:00,-80.84448166211823,16.018087468584547
52,2020-10-22 04:00:00,-80.86005470730224,16.0951916957968
53,2020-10-22 05:00:00,-80.87539551515408,16.172327926237237
54,2020-10-22 06:00:00,-80.89040821478282,16.24950942762198
55,2020-10-22 07:00:00,-80.90499780182924,16.326749426125208
56,2020-10-22 08:00:00,-80.91911674795895,16.404058871898002
57,2020-10-22 09:00:00,-80.93278862722364,16.48144530640936
58,2020-10-22 10:00:00,-80.94604284846575,16.558915991405662
59,2020-10-22 11:00:00,-80.95890882052775,16.63647818863328
60,2020-10-22 12:00:00,-80.9714159522521,16.714139159838602
61,2020-10-22 13:00:00,-80.98359365248125,16.791906166767998
62,2020-10-22 14:00:00,-80.99547133005764,16.86978647116785
63,2020-10-22 15:00:00,-81.00708609419743,16.947783669815944
64,2020-10-22 16:00:00,-81.01858477378843,17.02584913875856
65,2020-10-22 17:00:00,-81.03019593233682,17.10389535270816
66,2020-10-22 18:00:00,-81.04215008414893,17.18183385790009
67,2020-10-22 19:00:00,-81.05467774353097,17.25957620056969
68,2020-10-22 20:00:00,-81.06800942478927,17.337033926952316
69,2020-10-22 21:00:00,-81.08237564223008,17.414118583283305
70,2020-10-22 22:00:00,-81.09800691015965,17.490741715798
71,2020-10-22 23:00:00,-81.11507209725491,17.566861360577487
72,2020-10-23 00:00:00,-81.13338416734436,17.642703958156957
73,2020-10-23 01:00:00,-81.15262863849169,17.71859206186993
74,2020-10-23 02:00:00,-81.17249086662112,17.794848347326923
75,2020-10-23 03:00:00,-81.19265620765685,17.87179549013843
76,2020-10-23 04:00:00,-81.21290231199106,17.949655403924357
77,2020-10-23 05:00:00,-81.2342063120174,18.027340474260257
78,2020-10-23 06:00:00,-81.25838386812592,18.102847628277196
79,2020-10-23 07:00:00,-81.28726783146737,18.17415502518539
80,2020-10-23 08:00:00,-81.32253664219982,18.23949175478385
81,2020-10-23 09:00:00,-81.3636978464231,18.30061478862854
82,2020-10-23 10:00:00,-81.408656447858,18.36188536171337
83,2020-10-23 11:00:00,-81.45528000300109,18.427725563857845
84,2020-10-23 12:00:00,-81.50143608076526,18.502557440196327
85,2020-10-23 13:00:00,-81.54541887433975,18.589267655148404
86,2020-10-23 14:00:00,-81.58707427046606,18.685158473726947
