,Date,Long,Lat
0,2020-07-23 18:00:00,-17.1,11.1
1,2020-07-23 18:10:00,-17.149440339810038,11.100035137671789
2,2020-07-23 18:20:00,-17.198880672805625,11.100069848596956
3,2020-07-23 18:30:00,-17.248320992172317,11.100103706028875
4,2020-07-23 18:40:00,-17.297761291095664,11.100136283220925
5,2020-07-23 18:50:00,-17.34720156276122,11.10016715342648
6,2020-07-23 19:00:00,-17.396641800354534,11.100195889898917
7,2020-07-23 19:10:00,-17.446081997061164,11.10022206589161
8,2020-07-23 19:20:00,-17.495522146066655,11.100245254657942
9,2020-07-23 19:30:00,-17.54496224055656,11.100265029451284
10,2020-07-23 19:40:00,-17.594402273716433,11.100280963525016
11,2020-07-23 19:50:00,-17.643842238731832,11.100292630132511
12,2020-07-23 20:00:00,-17.693282128788294,11.100299602527148
13,2020-07-23 20:10:00,-17.742721937071387,11.1003014539623
14,2020-07-23 20:20:00,-17.792161656766652,11.100297757691349
15,2020-07-23 20:30:00,-17.841601281059646,11.100288086967666
16,2020-07-23 20:40:00,-17.891040803135915,11.10027201504463
17,2020-07-23 20:50:00,-17.940480216181022,11.100249115175622
18,2020-07-23 21:00:00,-17.98991951338051,11.10021896061401
19,2020-07-23 21:10:00,-18.039358687919933,11.100181124613172
20,2020-07-23 21:20:00,-18.088797732984844,11.10013518042649
21,2020-07-23 21:30:00,-18.138236641760795,11.100080701307336
22,2020-07-23 21:40:00,-18.187675407433336,11.100017260509087
23,2020-07-23 21:50:00,-18.237114026071033,11.099944611830258
24,2020-07-23 22:00:00,-18.28655251877602,11.099864076766808
25,2020-07-23 22:10:00,-18.33599091951497,11.099777782440546
26,2020-07-23 22:20:00,-18.38542926236012,11.099687862584593
27,2020-07-23 22:30:00,-18.434867581383706,11.099596450932063
28,2020-07-23 22:40:00,-18.484305910657973,11.099505681216076
29,2020-07-23 22:50:00,-18.533744284255167,11.099417687169746
30,2020-07-23 23:00:00,-18.58318273624752,11.099334602526197
31,2020-07-23 23:10:00,-18.632621300707267,11.099258561018543
32,2020-07-23 23:20:00,-18.682060011706657,11.0991916963799
33,2020-07-23 23:30:00,-18.73149890331793,11.099136142343388
34,2020-07-23 23:40:00,-18.780938009613322,11.099094032642128
35,2020-07-23 23:50:00,-18.830377364665075,11.099067501009229
36,2020-07-24 00:00:00,-18.879817002545433,11.099058681177818
37,2020-07-24 00:10:00,-18.92925695732663,11.099069706881007
38,2020-07-24 00:20:00,-18.97869726308091,11.099102711851916
39,2020-07-24 00:30:00,-19.02813795388051,11.09915982982366
40,2020-07-24 00:40:00,-19.077579063797675,11.09924319452936
41,2020-07-24 00:50:00,-19.12702062690464,11.099354939702133
42,2020-07-24 01:00:00,-19.176462677273644,11.099497199075094
43,2020-07-24 01:10:00,-19.225905248976932,11.099672106381364
44,2020-07-24 01:20:00,-19.275348376086743,11.09988179535406
45,2020-07-24 01:30:00,-19.324792089239,11.10012818453122
46,2020-07-24 01:40:00,-19.37423634055852,11.100408275786847
47,2020-07-24 01:50:00,-19.423681003949092,11.10071417249695
48,2020-07-24 02:00:00,-19.473125949936193,11.101037766475683
49,2020-07-24 02:10:00,-19.52257104904532,11.101370949537197
50,2020-07-24 02:20:00,-19.57201617180196,11.101705613495644
51,2020-07-24 02:30:00,-19.62146118873159,11.102033650165179
52,2020-07-24 02:40:00,-19.670905970359712,11.102346951359952
53,2020-07-24 02:50:00,-19.720350387211806,11.102637408894116
54,2020-07-24 03:00:00,-19.76979430981336,11.102896914581827
55,2020-07-24 03:10:00,-19.819237608689864,11.103117360237235
56,2020-07-24 03:20:00,-19.8686801543668,11.103290637674492
57,2020-07-24 03:30:00,-19.918121817369656,11.103408638707753
58,2020-07-24 03:40:00,-19.967562468223925,11.10346325515117
59,2020-07-24 03:50:00,-20.0170019774551,11.103446378818894
60,2020-07-24 04:00:00,-20.06644021558865,11.103349901525082
61,2020-07-24 04:10:00,-20.115877053150076,11.10316571508388
62,2020-07-24 04:20:00,-20.165312360664867,11.10288571130945
63,2020-07-24 04:30:00,-20.214746008658498,11.102501782015937
64,2020-07-24 04:40:00,-20.264177867656468,11.102005819017496
65,2020-07-24 04:50:00,-20.31360780818427,11.101389714128278
66,2020-07-24 05:00:00,-20.36303570076737,11.100645359162439
67,2020-07-24 05:10:00,-20.41246141585121,11.09976467387569
68,2020-07-24 05:20:00,-20.461884814395223,11.098742888665623
69,2020-07-24 05:30:00,-20.511305739042957,11.097581626227374
70,2020-07-24 05:40:00,-20.560724030348496,11.09628323848893
71,2020-07-24 05:50:00,-20.610139528865922,11.094850077378274
72,2020-07-24 06:00:00,-20.659552075149325,11.093284494823386
73,2020-07-24 06:10:00,-20.708961509752775,11.091588842752254
74,2020-07-24 06:20:00,-20.75836767323036,11.089765473092857
75,2020-07-24 06:30:00,-20.807770406136164,11.087816737773178
76,2020-07-24 06:40:00,-20.85716954902426,11.085744988721203
77,2020-07-24 06:50:00,-20.90656494244874,11.083552577864914
78,2020-07-24 07:00:00,-20.955956426963684,11.081241857132293
79,2020-07-24 07:10:00,-21.00534384312317,11.078815178451324
80,2020-07-24 07:20:00,-21.054727031481285,11.076274893749991
81,2020-07-24 07:30:00,-21.104105832592108,11.073623354956275
82,2020-07-24 07:40:00,-21.153480087009722,11.07086291399816
83,2020-07-24 07:50:00,-21.202849635288207,11.06799592280363
84,2020-07-24 08:00:00,-21.252214317981647,11.065024733300667
85,2020-07-24 08:10:00,-21.301573975644125,11.061951697417255
86,2020-07-24 08:20:00,-21.35092844882972,11.058779167081378
