Date,Lat,Long
2020-10-30T01:00:05.328833580,12.604001,-60.83782
2020-10-30T01:00:05.331122398,12.623426,-60.85681
2020-10-30T01:00:05.333029747,12.589839,-60.844387
2020-10-30T01:00:05.334937095,12.623415,-60.856773
2020-10-30T01:00:05.336844444,12.62341,-60.856754
2020-10-30T01:00:05.338751792,12.581389,-60.84026
2020-10-30T01:00:05.341040611,12.585109,-60.834934
2020-10-30T01:00:05.344855308,12.573998,-60.838207
2020-10-30T01:00:05.346762657,12.572288,-60.84196
2020-10-30T01:00:05.349051475,12.574877,-60.837208
2020-10-30T01:00:05.350958824,12.579952,-60.844273
2020-10-30T01:00:05.352866172,12.571468,-60.842243
2020-10-30T01:00:05.356680870,12.563992,-60.84369
2020-10-30T01:00:05.358969688,12.547669,-60.86181
2020-10-30T01:00:05.360877037,12.54767,-60.86181
2020-10-30T01:00:05.364691734,12.547696,-60.861786
2020-10-30T01:00:05.376899719,12.575596,-60.85988
2020-10-30T01:00:35.273902893,11.874076,-66.66893
2020-10-30T01:00:35.367364883,11.874085,-66.66757
2020-10-30T01:03:07.367057800,12.585298,-60.828903
2020-10-30T01:03:07.368965148,12.588232,-60.828823
2020-10-30T01:03:07.370872497,12.546538,-60.861008
2020-10-30T01:03:07.372779846,12.602053,-60.837856
2020-10-30T01:03:07.374687194,12.62233,-60.856003
2020-10-30T01:03:07.376976013,12.603429,-60.839176
2020-10-30T01:03:07.378883361,12.575862,-60.83538
2020-10-30T01:03:07.380790710,12.592996,-60.82973
2020-10-30T01:03:07.382698059,12.592239,-60.825394
2020-10-30T01:03:07.384986877,12.598391,-60.83269
2020-10-30T01:03:07.386894226,12.594109,-60.85792
2020-10-30T01:03:07.388801574,12.62229,-60.856018
2020-10-30T01:03:07.400627136,12.595722,-60.857853
2020-10-30T01:03:07.402534484,12.5864725,-60.858448
2020-10-30T01:03:07.404823303,12.622335,-60.85602
2020-10-30T01:03:07.408638954,12.622298,-60.85597
2020-10-30T01:03:07.410546302,12.622279,-60.85594
2020-10-30T01:03:07.412453651,12.622282,-60.855953
2020-10-30T01:03:07.434578895,12.622346,-60.855972
2020-10-30T01:07:50.774779319,12.698199,-60.85028
2020-10-30T01:07:50.776686668,12.681137,-60.837654
2020-10-30T01:07:50.778594017,12.679128,-60.83552
2020-10-30T01:07:50.780501365,12.658072,-60.835476
2020-10-30T01:07:50.782790184,12.663133,-60.82515
2020-10-30T01:07:50.784697532,12.653334,-60.834206
2020-10-30T01:07:50.786604881,12.652397,-60.832428
2020-10-30T01:07:50.788512229,12.644753,-60.823997
2020-10-30T01:07:50.790419578,12.64681,-60.832355
2020-10-30T01:07:50.792708396,12.644391,-60.830692
2020-10-30T01:07:50.794615745,12.639117,-60.836018
2020-10-30T01:07:50.796523094,12.651789,-60.85272
2020-10-30T01:07:50.798430442,12.622327,-60.8554
2020-10-30T01:07:50.800719261,12.62281,-60.822414
2020-10-30T01:07:50.802626609,12.622826,-60.821404
2020-10-30T01:07:50.804533958,12.622867,-60.81857
2020-10-30T01:07:50.808348655,12.622867,-60.8185
2020-10-30T01:07:50.810637474,12.632618,-60.8252
2020-10-30T01:07:50.812545776,12.639321,-60.831303
2020-10-30T01:07:50.814453125,12.657692,-60.869804
2020-10-30T01:07:50.820556640,12.622261,-60.8554
2020-10-30T01:07:50.840393066,12.622364,-60.855385
2020-10-30T01:07:50.850311279,12.622291,-60.85542
2020-10-30T01:07:50.860229492,12.56611,-60.807674
2020-10-30T01:07:50.862136840,12.547644,-60.78249
2020-10-30T01:07:50.864044189,12.569068,-60.807983
2020-10-30T01:07:50.870147705,12.568036,-60.81631
2020-10-30T01:07:50.873963356,12.597964,-60.818443
2020-10-30T01:07:50.876252174,12.6190405,-60.842514
2020-10-30T01:07:50.878159523,12.588866,-60.839317
2020-10-30T01:07:50.880066871,12.546502,-60.860447
2020-10-30T01:10:02.148471355,12.776218,-60.733734
2020-10-30T01:10:02.186237335,12.776365,-60.72512
2020-10-30T01:12:59.031436920,12.775091,-60.766956
2020-10-30T01:12:59.261848449,12.807914,-60.76475
2020-10-30T01:12:59.323648452,12.775085,-60.76695
2020-10-30T01:12:59.325555801,12.80505,-60.777805
2020-10-30T01:12:59.337381362,12.775013,-60.767036
2020-10-30T01:12:59.341577529,12.774989,-60.767044
2020-10-30T01:12:59.425119400,12.775144,-60.766964
2020-10-30T01:18:10.146870613,12.850528,-60.761406
2020-10-30T01:18:10.151066780,12.8504925,-60.761402
2020-10-30T01:18:10.166707038,12.850846,-60.74466
2020-10-30T01:18:10.168614387,12.85059,-60.761425
2020-10-30T01:18:10.170903205,12.850813,-60.746105
2020-10-30T01:18:10.206380844,12.850522,-60.76143
2020-10-30T01:18:10.208669662,12.850499,-60.761448
2020-10-30T01:18:10.210577011,12.850476,-60.76147
2020-10-30T01:18:10.212484359,12.850495,-60.761456
2020-10-30T01:18:10.214391708,12.850518,-60.761433
2020-10-30T01:18:10.216680526,12.850542,-60.76141
2020-10-30T01:18:10.218587875,12.850565,-60.76139
2020-10-30T01:18:10.220495223,12.850588,-60.761368
2020-10-30T01:18:10.222402572,12.850596,-60.76136
2020-10-30T01:18:10.381478309,12.850687,-60.753815
2020-10-30T01:18:10.383385658,12.850561,-60.761356
2020-10-30T01:18:10.451288223,12.850489,-60.769455
2020-10-30T01:18:10.453195571,12.850601,-60.76131
2020-10-30T01:18:51.449228286,12.851801,-60.76205
2020-10-30T01:18:51.478982925,12.851818,-60.761986
2020-10-30T01:18:51.480890274,12.851916,-60.75449
2020-10-30T01:18:51.482797622,12.8490715,-60.74912
2020-10-30T01:18:51.572444915,12.851862,-60.762047
2020-10-30T01:18:51.643779754,12.852005,-60.75162
2020-10-30T01:18:51.646068572,12.851831,-60.762062
2020-10-30T01:18:51.649885177,12.851795,-60.76208
2020-10-30T01:18:51.769285202,12.851782,-60.762043
2020-10-30T01:18:51.771194458,12.852071,-60.742992
2020-10-30T01:19:18.755249023,12.851198,-60.714413
2020-10-30T01:19:18.940263748,12.85122,-60.71247
2020-10-30T01:19:19.065387725,12.851209,-60.70962
2020-10-30T01:19:51.663999557,12.774944,-60.767143
2020-10-30T01:19:51.705579757,12.835041,-60.762966
2020-10-30T01:19:51.707487106,12.825889,-60.763603
2020-10-30T01:19:51.735334396,12.850912,-60.761936
2020-10-30T01:19:51.737623214,12.850935,-60.76194
2020-10-30T01:19:51.739530563,12.847583,-60.76009
2020-10-30T01:19:51.741437911,12.8509655,-60.76194
2020-10-30T01:19:51.870758056,12.866651,-60.76079
2020-10-30T01:19:51.872665405,12.8348055,-60.76299
2020-10-30T01:20:07.421227455,12.77468,-60.807804
2020-10-30T01:20:07.423516273,12.774639,-60.81064
2020-10-30T01:20:07.425423622,12.774654,-60.80968
2020-10-30T01:20:07.427330970,12.751154,-60.813725
2020-10-30T01:20:07.429238319,12.739438,-60.81239
2020-10-30T01:20:07.433434486,12.721739,-60.827408
2020-10-30T01:20:07.437249183,12.722194,-60.82927
2020-10-30T01:20:07.443352699,12.698315,-60.85137
2020-10-30T01:20:07.653926849,12.659311,-60.815723
2020-10-30T01:20:07.655835151,12.655715,-60.815434
2020-10-30T01:20:07.658123970,12.665946,-60.809494
2020-10-30T01:20:07.998018264,12.820089,-60.855347
2020-10-30T01:20:08.001832962,12.774215,-60.846287
2020-10-30T01:20:08.003740310,12.774211,-60.84628
2020-10-30T01:20:08.013658523,12.722202,-60.865257
2020-10-30T01:20:08.019762039,12.756816,-60.856857
2020-10-30T01:20:08.069354057,12.848872,-60.919144
2020-10-30T01:20:08.083468437,12.848879,-60.919167
2020-10-30T01:20:08.126956939,12.9247875,-60.91389
2020-10-30T01:20:08.286032676,12.69823,-60.851215
2020-10-30T01:20:15.459299087,12.832456,-60.76386
2020-10-30T01:20:15.492870330,12.850893,-60.762596
2020-10-30T01:20:15.494777679,12.850879,-60.762577
2020-10-30T01:20:15.544750213,12.850857,-60.762554
2020-10-30T01:20:55.940340042,12.832521,-60.763077
2020-10-30T01:20:55.942247390,12.819949,-60.760014
2020-10-30T01:20:56.363779067,12.850823,-60.761818
2020-10-30T01:20:56.365686416,12.850824,-60.761818
2020-10-30T01:21:14.751281738,12.85101,-60.761864
2020-10-30T01:21:14.753570556,12.850988,-60.761845
2020-10-30T01:21:14.755477905,12.851124,-60.751278
2020-10-30T01:21:14.757385253,12.844787,-60.75117
2020-10-30T01:21:14.787139892,12.85092,-60.761852
2020-10-30T01:21:14.789047241,12.851119,-60.749638
2020-10-30T01:21:14.791336059,12.850947,-60.76186
2020-10-30T01:21:14.793243408,12.850935,-60.761864
2020-10-30T01:21:14.795150756,12.850924,-60.761868
2020-10-30T01:21:14.797058105,12.863102,-60.751896
2020-10-30T01:21:14.799346923,12.86294,-60.751873
2020-10-30T01:21:14.801254272,12.850888,-60.76188
2020-10-30T01:21:14.854660034,12.850953,-60.76188
2020-10-30T01:21:51.327919006,12.468649,-61.021046
2020-10-30T01:21:51.369880676,12.468698,-61.021015
2020-10-30T01:21:51.431299209,12.504433,-61.018646
2020-10-30T01:21:51.433588027,12.5057335,-61.018562
2020-10-30T01:21:51.435495376,12.506193,-61.018536
2020-10-30T01:21:51.437402725,12.49486,-61.031857
2020-10-30T01:21:51.439310073,12.506803,-61.018505
2020-10-30T01:21:51.441217422,12.506901,-61.018497
2020-10-30T01:21:51.443506240,12.468671,-61.021004
2020-10-30T01:21:51.445413589,12.496424,-61.033813
2020-10-30T01:21:51.447320938,12.505473,-61.018578
2020-10-30T01:21:51.451517105,12.495919,-61.033176
2020-10-30T01:21:51.453424453,12.496788,-61.035503
2020-10-30T01:21:51.455331802,12.494851,-61.015198
2020-10-30T01:21:51.457239151,12.493847,-61.010193
2020-10-30T01:21:51.459146499,12.468682,-61.02095
2020-10-30T01:21:51.461435317,12.497616,-61.019047
2020-10-30T01:21:51.471353530,12.468571,-61.020992
2020-10-30T01:21:51.481271743,12.544357,-61.016052
2020-10-30T01:21:51.486993789,12.51983,-61.023968
2020-10-30T01:21:51.489282608,12.501087,-61.035923
2020-10-30T01:21:51.496912002,12.544366,-61.01596
2020-10-30T01:21:51.499200820,12.544374,-61.015945
2020-10-30T01:21:51.501108169,12.544381,-61.01593
2020-10-30T01:21:51.503015518,12.544379,-61.015934
2020-10-30T01:21:51.504922866,12.533939,-61.036736
2020-10-30T01:21:51.506830215,12.52817,-61.03245
2020-10-30T01:21:51.512933731,12.543798,-61.056
2020-10-30T01:21:51.514841079,12.534403,-61.04134
2020-10-30T01:21:51.534679412,12.543241,-61.093845
2020-10-30T01:21:51.570537567,12.543328,-61.093872
2020-10-30T01:21:51.572444915,12.543721,-61.064564
2020-10-30T01:22:22.741665840,12.851438,-60.711037
2020-10-30T01:22:22.761502742,12.851905,-60.6838
2020-10-30T01:22:22.769513607,12.851162,-60.729435
2020-10-30T01:22:22.771420955,12.851153,-60.729336
2020-10-30T01:22:22.773328304,12.851095,-60.733253
2020-10-30T01:22:22.775235652,12.857546,-60.73276
2020-10-30T01:22:22.777524471,12.860458,-60.73288
2020-10-30T01:22:22.779431819,12.861024,-60.72728
2020-10-30T01:22:22.781339168,12.850664,-60.76206
2020-10-30T01:22:22.801176071,12.866566,-60.74346
2020-10-30T01:22:22.803083419,12.866101,-60.739582
2020-10-30T01:22:22.804990768,12.867382,-60.744205
2020-10-30T01:22:23.059816360,12.864092,-60.735382
2020-10-30T01:22:23.061723709,12.865244,-60.725903
2020-10-30T01:22:23.075456619,12.863284,-60.73416
2020-10-30T01:22:23.095293998,12.867057,-60.737976
2020-10-30T01:22:23.113223075,12.866699,-60.741356
2020-10-30T01:22:23.115130424,12.851148,-60.722214
2020-10-30T01:22:23.147174835,12.8654375,-60.739132
2020-10-30T01:22:23.159000396,12.850589,-60.761906
2020-10-30T01:22:23.160907745,12.851083,-60.729073
2020-10-30T01:22:52.463190078,12.850597,-60.761513
2020-10-30T01:22:52.469293594,12.850584,-60.761528
2020-10-30T01:22:52.471200942,12.850774,-60.74853
2020-10-30T01:22:52.473108291,12.850572,-60.76151
2020-10-30T01:22:52.477304458,12.850557,-60.761467
2020-10-30T01:22:52.479211807,12.850551,-60.761444
2020-10-30T01:22:52.481119155,12.850547,-60.761433
2020-10-30T01:22:52.484933853,12.85057,-60.761475
2020-10-30T01:23:26.139087677,12.775059,-60.76704
2020-10-30T01:23:26.141376495,12.807768,-60.753677
2020-10-30T01:23:26.151294708,12.851089,-60.761898
2020-10-30T01:23:26.163120269,12.827348,-60.763233
2020-10-30T01:23:26.165027618,12.816986,-60.758293
2020-10-30T01:23:26.179142951,12.828628,-60.76349
2020-10-30T01:23:26.184864997,12.851026,-60.76194
2020-10-30T01:23:26.197072029,12.829838,-60.763397
2020-10-30T01:23:26.262304306,12.839497,-60.762814
2020-10-30T01:23:26.264593124,12.851064,-60.762005
2020-10-30T01:23:26.361869812,12.829266,-60.7603
2020-10-30T01:23:26.363777160,12.800941,-60.750774
2020-10-30T01:23:26.461434364,12.834322,-60.763325
2020-10-30T01:23:26.598383903,12.831182,-60.763645
2020-10-30T01:23:26.646068572,12.850994,-60.7623
2020-10-30T01:23:26.811247825,12.849848,-60.84045
2020-10-30T01:23:26.815062522,12.849833,-60.84048
2020-10-30T01:23:26.819258689,12.858057,-60.86282
2020-10-30T01:23:26.841002464,12.849874,-60.840504
2020-10-30T01:23:26.842909812,12.849384,-60.872536
2020-10-30T01:23:26.844817161,12.849362,-60.872997
2020-10-30T01:23:26.847105979,12.857336,-60.87784
2020-10-30T01:23:26.849013328,12.849814,-60.84051
2020-10-30T01:23:26.866943359,12.849381,-60.872665
2020-10-30T01:23:26.916535377,12.8492775,-60.873962
2020-10-30T01:23:27.065691947,12.849783,-60.840504
